gameId,playId,snapDetail,snapTime,operationTime,hangTime,kickType,kickDirectionIntended,kickDirectionActual,returnDirectionIntended,returnDirectionActual,missedTackler,assistTackler,tackler,kickoffReturnFormation,gunners,puntRushers,specialTeamsSafeties,vises,kickContactType
2018090600,3736,OK,0.69,2.03,4.2,N,C,L,,,,,,,PHI 18; PHI 29,,,ATL 83; ATL 27; ATL 17; ATL 34,BF
2018090600,3868,OK,0.65,2.09,4.4,N,C,C,C,R,ATL 17,,ATL 85,,ATL 17; ATL 28,PHI 18; PHI 28; PHI 30; PHI 37; PHI 54; PHI 57,,PHI 29; PHI 32,CC
2018090600,4127,,,,3.92,D,C,C,,,,,,8-0-2,,,PHI 23; PHI 27,,
2018090900,36,,,,3.83,D,C,C,L,L,,,BUF 50,8-0-2,,,BUF 24; BUF 30,,
2018090900,380,,,,,,,,,,,,,,,,BUF 49,,
2018090900,400,,,,4.21,D,C,C,C,C,,,BAL 49,8-0-2,,,BAL 25; BAL 26,,
2018090900,485,OK,0.8,2.11,4.34,N,C,R,L,L,,BUF 57,BUF 42,,BUF 30; BUF 26,,,BAL 36; BAL 29; BAL 26,CC
2018090900,575,OK,0.8,2.15,4.2,A,L,L,R,R,,,BAL 54,,BAL 26; BAL 10,,,BUF 29; BUF 30; BUF 26,CFFG
2018090900,674,OK,0.8,2.03,4.78,N,C,C,L,L,BUF 26,BUF 57,BUF 18,,BUF 30; BUF 26,,,BAL 36; BAL 26; BAL 25,CC
2018090900,972,,,,,,,,,,,,,,,,BUF 27; BUF 49,,
2018090900,988,,,,4.3,D,C,C,,,,,,8-0-2,,,BAL 25; BAL 26,,
2018090900,1136,OK,0.82,2.05,3.62,N,C,C,L,L,BUF 30; BUF 50; BUF 69,,BUF 57,,BUF 30; BUF 26,BAL 36; BAL 37; BAL 49; BAL 54; BAL 56,,BAL 28; BAL 26,CC
2018090900,1226,,,,,,,,,,,,,,,,BUF 28; BUF 49,,
2018090900,1245,,,,4.22,D,C,C,,,,,,8-0-2,,,BAL 25; BAL 26,,
2018090900,1360,H,0.86,2.16,4.52,N,C,C,C,C,BUF 26,,BUF 18,,BUF 30; BUF 26,BAL 10,BAL 41,BAL 28; BAL 36; BAL 26,CC
2018090900,1613,,,,,,,,,,,,,,,,BAL 36; BAL 49,,
2018090900,1772,OK,0.82,2.25,3.9,N,C,C,,,,,,,BAL 26; BAL 10,BUF 82,,BUF 16; BUF 30; BUF 26,BB
2018090900,1973,,,,,,,,,,,,,,,,BUF 49,,
2018090900,1992,,,,3.99,D,C,C,C,C,,,BAL 56,8-0-2,,,BAL 25; BAL 28,,
2018090900,2097,OK,0.9,2.2,4.67,N,C,C,,,,,,,BUF 30; BUF 26,,BAL 41,BAL 28; BAL 36; BAL 26,MBDR
2018090900,2416,,,,,Q,C,C,C,C,BAL 10; BAL 29,,BAL 36,8-0-2,,,,,
2018090900,2493,,,,3.84,D,C,C,,,,,,8-0-2,,,BAL 25; BAL 26,,
2018090900,2616,,,,,,,,,,,,,,,,,,
2018090900,2757,,,,,,,,,,,,,,,,BUF 49,,
2018090900,2777,,,,3.92,D,C,C,C,C,,,BAL 41,8-0-2,,,BAL 25; BAL 26,,
2018090900,2899,,,,,,,,,,,,,,,,BUF 28; BUF 49,,
2018090900,2915,,,,3.88,D,C,C,,,,,,8-0-2,,,BAL 25; BAL 28,,
2018090900,2996,OK,0.78,2.1,2.78,N,C,C,,,,,,,BUF 30; BUF 26,BAL 54,,BAL 28; BAL 36; BAL 29,BF
2018090900,3079,OK,0.84,2.21,4.06,N,C,C,C,C,,,BAL 26,,BAL 26; BAL 10,,,BUF 16; BUF 29; BUF 30; BUF 26,CC
2018090900,3461,,,,,,,,,,,,,,,,BAL 36; BAL 49,,
2018090900,3491,,,,3.64,D,C,C,,,,,,8-0-2,,,BUF 28; BUF 30,,
2018090900,3655,OK,0.86,2.25,4.07,N,L,L,R,R,,,BAL 26,,BAL 26; BAL 28,,,BUF 30; BUF 26,CC
2018090900,3851,>,0.94,2.25,3.23,N,R,R,L,L,,,BUF 26,,BUF 30; BUF 26,BAL 56,,BAL 28; BAL 36; BAL 29,CFFG
2018090900,4220,,,,,,,,,,,,,,,,BUF 49,,
2018090900,4236,,,,3.81,D,C,C,R,R,BAL 09,,BAL 28,8-0-2,,,BAL 25; BAL 28,,
2018090900,4325,OK,0.85,2.08,3.8,A,R,R,,,,,,,BUF 30; BUF 26,BAL 10,,BAL 28; BAL 36; BAL 25,CC
2018090900,4464,L,0.9,2.25,3.84,A,L,L,,,,,,,BAL 26; BAL 10,,,BUF 29; BUF 30; BUF 26,BF
2018090901,36,,,,4.25,D,C,C,,,,,,8-0-2,,,CLE 23; CLE 26,,
2018090901,118,OK,0.89,2.22,3.53,N,L,L,,,,,,,PIT 20; PIT 88,,CLE 23,CLE 20; CLE 39,OOB
2018090901,313,OK,0.86,2.07,4.13,A,C,C,,,,,,,CLE 20; CLE 37,PIT 45,,PIT 25; PIT 23; PIT 88,BF
2018090901,474,OK,0.9,2.26,4.0,N,L,L,,,,,,,PIT 20; PIT 88,,CLE 23,CLE 20; CLE 39,BF
2018090901,588,OK,0.9,2.17,4.02,N,C,C,C,C,,,CLE 26,,CLE 20; CLE 37,PIT 45,,PIT 25; PIT 23; PIT 88,CC
2018090901,887,OK,0.87,2.19,4.77,N,C,C,R,R,,,,,CLE 38; CLE 37,PIT 20; PIT 34; PIT 37; PIT 44; PIT 45; PIT 54; PIT 56,,PIT 25; PIT 23; PIT 88,CC
2018090901,1254,,,,,,,,,,,,,,,,CLE 53,,
2018090901,1491,OK,0.77,2.06,3.92,A,L,L,C,C,,,CLE 37,,CLE 37; CLE 38,PIT 45,,PIT 25; PIT 23; PIT 88,CC
2018090901,1723,OK,0.84,2.06,3.9,A,R,R,,,,,,,CLE 38; CLE 37,PIT 20; PIT 34; PIT 37; PIT 44; PIT 45; PIT 54; PIT 56; PIT 88,,PIT 25; PIT 23,BB
2018090901,2022,,,,3.9,D,C,C,L,L,,,,8-0-1,,,PIT 20; PIT 28,,
2018090901,2286,,,,,,,,,,,,,,,,PIT 23; PIT 34,,
2018090901,2302,,,,3.95,D,C,C,L,C,,,CLE 37,8-0-2,,,CLE 23; CLE 26,,
2018090901,2473,,,,,,,,,,,,,,,,CLE 53,,
2018090901,2489,,,,4.17,D,R,R,C,C,,,PIT 44,8-0-1,,,PIT 20; PIT 28,,
2018090901,2632,OK,0.89,2.25,3.86,N,C,C,L,L,,,CLE 26,,CLE 38; CLE 37,,PIT 88,PIT 20; PIT 25; PIT 23,CC
2018090901,2708,,,,,,,,,,,,,,,,CLE 53,,
2018090901,2735,,,,3.92,P,C,C,C,C,,,PIT 44,8-0-1,,,PIT 20; PIT 28,,
2018090901,2907,OK,0.86,2.14,4.22,A,L,L,,,,,,,CLE 38; CLE 37,PIT 45,,PIT 25; PIT 23; PIT 88,CC
2018090901,3215,OK,0.94,2.28,4.08,A,L,L,,,,,,,PIT 20; PIT 88,,CLE 23; CLE 38,CLE 20; CLE 39,CC
2018090901,3349,OK,0.92,2.3,4.25,N,R,R,,,,,,,CLE 27; CLE 37,PIT 45,,PIT 13; PIT 25; PIT 88,BF
2018090901,3463,OK,0.99,2.37,4.57,N,R,R,,,,,,,PIT 20; PIT 88,,CLE 26,CLE 20; CLE 23; CLE 39; CLE 38,BF
2018090901,3799,,,,,,,,,,,,,,,,PIT 20; PIT 34,,
2018090901,3815,,,,3.68,P,R,R,L,L,CLE 37,,CLE 82,8-0-2,,,CLE 23; CLE 26,,
2018090901,3960,OK,0.86,2.09,4.21,N,R,R,,,,,,,CLE 27; CLE 37,PIT 45,,PIT 13; PIT 25; PIT 88,BF
2018090901,4136,L,0.94,2.31,4.1,N,C,C,C,C,PIT 44; PIT 46,,PIT 37,,PIT 46; PIT 88,,CLE 23,CLE 20; CLE 39; CLE 38,CC
2018090901,4214,,,,,,,,,,,,,,,,PIT 20; PIT 34,,
2018090901,4245,,,,3.81,D,C,C,C,C,,,CLE 23,8-0-2,,,CLE 23; CLE 26,,
2018090901,4352,OK,0.9,2.28,4.81,N,C,C,,,,,,,PIT 46; PIT 88,,CLE 23,CLE 20; CLE 39; CLE 38,CC
2018090901,4560,,,,3.85,D,C,C,,,,,,8-0-1,,,PIT 20; PIT 28,,
2018090901,4648,OK,0.85,2.17,4.34,N,R,R,,,,,,,CLE 38; CLE 37,PIT 45,,PIT 13; PIT 25; PIT 88,CC
2018090901,4833,OK,0.91,2.27,4.98,N,C,C,,,,,,,PIT 46; PIT 88,CLE 84,CLE 37,CLE 20; CLE 39; CLE 38,CC
2018090901,4965,H,0.94,2.23,2.95,N,L,L,,,,,,,CLE 38; CLE 37,PIT 45,,PIT 13; PIT 25; PIT 88,OOB
2018090901,5191,,,,,,,,,,,,,,,,CLE 53,,
2018090901,5480,,,,,,,,,,,,,,,,PIT 20; PIT 34,,
2018090902,36,,,,4.02,D,L,L,R,R,IND 49,IND 23,IND 41,8-0-2,,,IND 23; IND 26,,
2018090902,394,,,,,,,,,,,,,,,,IND 50,,
2018090902,413,,,,4.05,D,C,C,,,,,,8-0-2,,,CIN 33; CIN 36,,
2018090902,757,,,,,,,,,,,,,,,,CIN 21; CIN 57,,
2018090902,776,,,,4.08,D,L,L,,,,,,8-0-2,,,IND 23; IND 26,,
2018090902,1110,,,,,,,,,,,,,,,,CIN 57,,
2018090902,1126,,,,4.04,D,R,R,,,,,,8-0-2,,,IND 23; IND 26,,
2018090902,1574,,,,,,,,,,,,,,,,CIN 21; CIN 57,,
2018090902,1593,,,,4.08,D,L,L,,,,,,8-0-2,,,IND 23; IND 26,,
2018090902,1777,,,,,,,,,,,,,,,,IND 50,,
2018090902,1793,,,,3.5,D,L,L,R,R,,CIN 29,CIN 33,8-0-2,,,CIN 21; CIN 23,,
2018090902,2084,,,,,,,,,,,,,,,,CIN 21; CIN 57,,
2018090902,2103,,,,,Q,C,C,C,C,,,IND 36,8-0-2,,,IND 23; IND 26,,
2018090902,2142,,,,3.98,D,C,C,,,,,,8-0-2,,,CIN 23; CIN 33,,
2018090902,2228,OK,0.9,2.14,4.14,N,L,L,R,R,IND 28,IND 28,IND 44,,IND 28; IND 30,,,CIN 40; CIN 80; CIN 29; CIN 21,CC
2018090902,2340,OK,0.87,2.21,4.45,N,L,L,,,,,,,CIN 40; CIN 29,,IND 41,IND 23; IND 27; IND 35,MBDR
2018090902,2634,,,,3.95,D,R,R,,,,,,8-0-1,,,IND 23; IND 26,,
2018090902,2849,,,,,,,,,,,,,,,,IND 50,,
2018090902,2866,,,,4.16,D,R,R,,,,,,8-0-2,,,CIN 23; CIN 33,,
2018090902,3135,,,,,,,,,,,,,,,,CIN 21; CIN 57,,
2018090902,3440,,,,,,,,,,,,,,,,IND 50,,
2018090902,3456,,,,3.92,D,C,C,,,,,,8-0-2,,,CIN 21; CIN 23,,
2018090902,3547,OK,0.95,2.19,5.08,N,C,C,,,,,,,IND 30; IND 14,CIN 33,CIN 80,CIN 40; CIN 29; CIN 21,CC
2018090902,3873,,,,,,,,,,,,,,,,IND 35,,
2018090902,3892,,,,4.1,D,C,C,,,,,,8-0-2,,,CIN 23; CIN 33,,
2018090902,4260,,,,,,,,,,,,,,,,IND 50,,
2018090902,4276,,,,4.06,D,R,R,C,C,CIN 40; CIN 87,,CIN 29,8-0-2,,,CIN 21,,
2018090903,36,,,,3.91,D,C,C,L,L,,,MIA 22,8-0-2,,,MIA 22; MIA 28,,
2018090903,240,,,,,,,,,,,,,,,,MIA 28,,
2018090903,259,,,,4.01,D,C,C,C,C,,,TEN 52,8-0-2,,,TEN 24; TEN 36,,
2018090903,407,H,0.92,2.25,4.85,N,L,L,,,,,,,MIA 35; MIA 24,TEN 81,,TEN 21; TEN 26,BF
2018090903,1094,,,,,,,,,,,,,,,,TEN 24; TEN 31; TEN 53,,
2018090903,1110,,,,4.12,D,C,C,,,,,,8-0-2,,,MIA 22; MIA 28,,
2018090903,1257,OK,0.83,2.05,3.22,N,R,R,,,,,,,TEN 36; TEN 29,MIA 16; MIA 34; MIA 38; MIA 59; MIA 85; MIA 90,,MIA 30; MIA 35,BF
2018090903,1844,OK,0.75,2.05,4.09,N,R,R,C,C,TEN 36,,TEN 32,,TEN 36; TEN 29,MIA 16; MIA 34; MIA 38; MIA 59; MIA 85; MIA 90,,,CC
2018090903,1907,,,,4.05,D,R,R,,,,,,8-0-2,,,TEN 24; TEN 36,,
2018090903,1993,OK,0.91,2.07,3.4,N,C,C,C,C,MIA 24; MIA 55; MIA 59; MIA 85,,MIA 38,,MIA 35; MIA 24,TEN 81,,TEN 21; TEN 26,CC
2018090903,2094,OK,0.79,2.11,4.12,A,L,L,,,,,,,TEN 36; TEN 29,MIA 22; MIA 47; MIA 91; MIA 95,MIA 29,MIA 25; MIA 28,CC
2018090903,2176,L,1.07,2.33,4.57,N,C,C,C,C,,,MIA 35,,MIA 35; MIA 24,TEN 81,,TEN 20; TEN 26,CC
2018090903,2661,,,,,,,,,,,,,,,,TEN 31; TEN 53,,
2018090903,2680,,,,4.18,D,C,C,,,,,,8-0-2,,,MIA 22; MIA 28,,
2018090903,2940,,,,,,,,,,,,,,,,MIA 28,,
2018090903,2956,,,,4.19,D,C,C,R,R,,,,8-0-2,,,TEN 24; TEN 36,,
2018090903,2976,,,,,,,,,,,,,,,,TEN 53,,
2018090903,2992,,,,4.01,D,L,L,,,,,,8-0-2,,,MIA 22; MIA 28,,
2018090903,3163,OK,0.85,2.18,4.4,N,R,R,,,,,TEN 29,,TEN 36; TEN 29,MIA 16; MIA 34; MIA 38; MIA 59; MIA 85; MIA 90,MIA 29,MIA 24; MIA 30,CC
2018090903,3284,,,,,,,,,,,,,,,,TEN 51,,
2018090903,3300,,,,3.99,D,C,C,R,C,MIA 07,,,8-0-2,,,MIA 22; MIA 28,,
2018090903,3334,,,,,F,L,L,,,,,,8-0-2,,,TEN 24; TEN 36,,
2018090903,3690,,,,,,,,,,,,,,,,TEN 53,,
2018090903,3713,,,,4.34,D,L,L,,,,,,8-0-2,,,MIA 28; MIA 30,,
2018090903,3982,OK,0.65,1.49,3.89,A,C,C,,,,,,,,TEN 20; TEN 25; TEN 26; TEN 29; TEN 32; TEN 36; TEN 41; TEN 52; TEN 53; TEN 55; TEN 81,,,BF
2018090903,4143,,,,,,,,,,,,,,,,MIA 28,,
2018090903,4162,,,,,O,C,C,,,,,,8-0-2,,,TEN 19,,
2018090905,36,,,,3.77,D,C,C,,,,,,8-0-2,,,HOU 20; HOU 31; HOU 57,,
2018090905,114,OK,0.86,2.31,4.14,N,R,R,,,,,,,NE 31; NE 18,,,HOU 33; HOU 31; HOU 23,BB
2018090905,248,,,,,,,,,,,,,,,,HOU 52,,
2018090905,264,,,,4.21,D,C,C,L,L,,,NE 36,8-0-2,,,NE 30; NE 32,,
2018090905,359,OK,0.89,2.12,3.92,N,L,L,,,,,,,HOU 23; HOU 18,,,NE 31; NE 32; NE 30,BF
2018090905,497,OK,0.88,2.2,4.0,A,C,C,,,,,,,NE 31; NE 18,HOU 28,,HOU 31; HOU 23,CC
2018090905,848,,,,,,,,,,,,,,,,NE 32; NE 51,,
2018090905,867,,,,4.01,D,C,C,,,,,,8-0-1,,,HOU 20; HOU 31,,
2018090905,1158,,,,,,,,,,,,,,,,HOU 52,,
2018090905,1174,,,,3.8,D,C,C,R,R,,,NE 32,8-0-2,,,NE 23; NE 32,,
2018090905,1378,,,,,,,,,,,,,,,,NE 32; NE 51,,
2018090905,1397,,,,4.01,D,C,C,C,C,,,HOU 58,8-0-1,,,HOU 20; HOU 31,,
2018090905,1555,OK,0.9,2.27,4.18,N,C,C,C,C,,NE 51,NE 46,,NE 18; NE 31,HOU 05,HOU 52,HOU 33; HOU 31; HOU 20; HOU 23,CC
2018090905,1735,OK,0.92,2.23,4.15,N,C,C,,,,,,,NE 18; NE 31,HOU 05,HOU 33; HOU 52,HOU 31; HOU 20; HOU 23,BB
2018090905,1992,>,0.83,2.14,2.15,A,C,C,,,,,,,HOU 18; HOU 23,NE 33; NE 36; NE 53; NE 70; NE 91; NE 93,,NE 31; NE 32,BF
2018090905,2213,,,,,,,,,,,,,,,,HOU 52,,
2018090905,2229,,,,4.21,D,C,C,,,,,,8-0-2,,,NE 23; NE 32,,
2018090905,2300,,,,4.32,D,R,R,C,C,,NE 52,NE 30,8-0-2,,,NE 23; NE 32,,
2018090905,2393,OK,0.85,2.09,4.55,N,L,L,,,,,,,HOU 23; HOU 18,NE 70; NE 93,,NE 31; NE 32,CC
2018090905,2883,,,,,,,,,,,,,,,,HOU 33; HOU 52,,
2018090905,2902,,,,4.24,D,C,C,R,R,,,NE 52,8-0-2,,,NE 23; NE 32,,
2018090905,3166,,,,,,,,,,,,,,,,NE 51; NE 90,,
2018090905,3182,,,,4.16,D,C,C,,,,,,8-0-1,,,HOU 20; HOU 31,,
2018090905,3505,,,,,,,,,,,,,,,,HOU 33; HOU 52,,
2018090905,3524,,,,4.1,D,C,C,R,R,,NE 96,NE 18,8-0-2,,,NE 23; NE 32,,
2018090905,3669,OK,0.83,2.1,4.1,A,C,C,,,,,,,HOU 18; HOU 23,NE 53; NE 93,,NE 31; NE 32,CC
2018090905,3749,OK,0.92,2.24,4.53,N,C,C,R,R,,,NE 43,,NE 18; NE 31,HOU 05; HOU 28,HOU 33; HOU 52,HOU 31; HOU 20; HOU 23,CC
2018090905,3844,OK,0.74,2.04,4.44,N,C,C,,,,,,,HOU 18; HOU 23,,NE 18; NE 30; NE 43,NE 31; NE 32,MBDR
2018090905,4073,,,,,,,,,,,,,,,,NE 51,,
2018090905,4089,,,,4.08,D,C,C,,,,,,8-0-1,,,HOU 20; HOU 31,,
2018090905,4311,OK,0.85,1.98,3.98,N,L,L,,,,,,,NE 31; NE 18,HOU 05; HOU 23; HOU 28; HOU 31; HOU 51; HOU 52; HOU 57; HOU 58,HOU 20,,BF
2018090906,36,,,,4.05,D,R,R,L,L,,,TB 16,8-0-2,,,TB 23; TB 31,,
2018090906,240,,,,,,,,,,,,,,,,TB 21; TB 58,,
2018090906,256,,,,4.06,D,C,C,C,C,,,NO 25,8-0-2,,,NO 21; NO 43,,
2018090906,383,,,,,,,,,,,,,,,,NO 43; NO 53,,
2018090906,399,,,,3.92,D,C,C,,,,,,8-0-2,,,TB 23; TB 31,,
2018090906,673,,,,4.17,D,C,C,,,,,,8-0-2,,,NO 21; NO 43,,
2018090906,830,,,,,,,,,,,,,,,,NO 43; NO 53,,
2018090906,846,,,,4.12,D,R,C,,,,,TB 48,8-0-2,,,TB 23; TB 31,,
2018090906,992,,,,,,,,,,,,,,,,TB 21; TB 58,,
2018090906,1012,,,,4.12,D,L,L,,,,,,8-0-2,,,NO 29; NO 43,,
2018090906,1270,,,,,,,,,,,,,,,,NO 43; NO 53,,
2018090906,1289,,,,3.81,D,L,L,,,,,,8-0-2,,,TB 23; TB 31,,
2018090906,1373,OK,0.93,2.13,4.77,N,C,C,,,,,NO 31,,NO 37; NO 34,TB 16,TB 31; TB 39,TB 36; TB 35; TB 29,CC
2018090906,1674,,,,,,,,,,,,,,,,NO 43; NO 53,,
2018090906,1694,,,,3.97,D,R,R,C,C,,,TB 48,8-0-2,,,TB 23; TB 31,,
2018090906,1768,,,,,,,,,,,,,,,,NO 43; NO 53,,
2018090906,1784,,,,4.18,D,C,C,,,,,,8-0-2,,,TB 23; TB 31,,
2018090906,2094,,,,,,,,,,,,,,,,TB 21; TB 58,,
2018090906,2110,,,,3.57,D,C,C,,,,,,8-0-2,,,NO 21; NO 43,,
2018090906,2246,,,,3.93,D,C,C,,,,,,8-0-2,,,NO 21; NO 43,,
2018090906,2539,,,,,,,,,,,,,,,,NO 43; NO 53,,
2018090906,2571,,,,4.15,D,C,C,,,,,,8-0-2,,,TB 23; TB 31,,
2018090906,2681,OK,0.76,2.07,3.83,N,R,R,,,,,NO 34,,NO 37; NO 34,TB 90; TB 92; TB 97,TB 39,TB 29; TB 28,CC
2018090906,2776,OK,0.87,2.17,4.46,N,C,C,,,,,TB 29,,TB 16; TB 29,NO 07; NO 91,NO 31,NO 34; NO 37; NO 23,CC
2018090906,2947,OK,0.9,2.23,4.59,N,L,L,R,R,,,NO 31,,NO 37; NO 34,TB 90; TB 92; TB 97,,TB 29; TB 28,CC
2018090906,3080,,,,,,,,,,,,,,,,NO 43; NO 53,,
2018090906,3096,,,,3.86,D,L,L,,,,,,8-0-2,,,TB 23; TB 31,,
2018090906,3511,,,,,,,,,,,,,,,,NO 43; NO 53,,
2018090906,3527,,,,3.86,D,C,C,,,,,,8-0-2,,,TB 23; TB 31,,
2018090906,3901,,,,2.53,P,R,R,,,,,,8-0-2,,,NO 29; NO 43,,
2018090906,4096,,,,,,,,,,,,,,,,NO 43; NO 53,,
2018090906,4301,,,,3.8,D,C,C,,,,,,8-0-2,,,NO 21; NO 43,,
2018090907,36,,,,3.97,D,R,R,C,C,NYG 72,,NYG 57,8-0-2,,,NYG 24; NYG 36,,
2018090907,292,,,,,,,,,,,,,,,,NYG 31; NYG 93,,
2018090907,311,,,,4.08,D,C,C,C,C,,,JAX 41,8-0-2,,,JAX 26; JAX 36,,
2018090907,522,OK,0.93,2.21,4.12,N,R,C,,,,,,,NYG 81; NYG 30,JAX 22; JAX 81,JAX 17,JAX 41; JAX 23,BF
2018090907,801,,,,,,,,,,,,,,,,JAX 22; JAX 44,,
2018090907,820,,,,4.18,D,C,C,,,,,,8-0-2,,,NYG 24; NYG 36,,
2018090907,1201,,,,,,,,,,,,,,,,NYG 21; NYG 93,,
2018090907,1220,,,,4.0,D,C,C,,,,,,8-0-2,,,JAX 36,,
2018090907,1340,OK,0.96,2.36,4.48,N,L,L,,,,,,,NYG 81; NYG 30,JAX 52; JAX 81,JAX 17; JAX 22,JAX 41; JAX 26; JAX 23,BB
2018090907,1485,,,,,,,,,,,,,,,,NYG 21; NYG 31; NYG 93,,
2018090907,1501,,,,4.15,D,C,C,,,,,,8-0-2,,,JAX 26; JAX 36,,
2018090907,1848,,,,,,,,,,,,,,,,JAX 22; JAX 44,,
2018090907,1867,,,,3.34,D,R,R,L,L,,NYG 55,NYG 30,8-0-2,,,NYG 24; NYG 36,,
2018090907,1909,,,,4.06,D,C,C,,,,,,8-0-2,,,JAX 17; JAX 36,,
2018090907,2248,,,,,,,,,,,,,,,,JAX 22; JAX 44,,
2018090907,2267,,,,4.25,D,C,C,,,,,,8-0-2,,,NYG 24; NYG 36,,
2018090907,2357,OK,0.83,2.24,4.33,N,L,L,,,,,,,JAX 17; JAX 81,NYG 81,,NYG 30; NYG 93; NYG 24; NYG 31,OOB
2018090907,2578,OK,0.88,2.26,3.62,A,R,R,,,,,,,JAX 17; JAX 41,NYG 59; NYG 72; NYG 94; NYG 95; NYG 96,NYG 21; NYG 35,NYG 24; NYG 20,KTF
2018090907,2708,OK,0.95,2.32,4.34,N,R,R,C,C,,,,,NYG 81; NYG 30,JAX 52; JAX 81,JAX 17; JAX 22,JAX 41; JAX 26; JAX 23,CC
2018090907,2877,OK,0.84,2.12,3.87,N,R,R,,,,,,,JAX 17; JAX 41,NYG 94; NYG 95; NYG 96,NYG 21,NYG 24; NYG 20,OOB
2018090907,3105,OK,0.97,2.31,4.68,N,R,R,,,,,,,NYG 81; NYG 30,JAX 22; JAX 81,JAX 17,JAX 41; JAX 23,BF
2018090907,3215,OK,0.86,2.19,4.19,N,C,C,,,,,,,JAX 17; JAX 81; JAX 41,NYG 59; NYG 72,NYG 23,NYG 30; NYG 24; NYG 31,CC
2018090907,3301,,,,,,,,,,,,,,,,NYG 31; NYG 93,,
2018090907,3317,,,,4.18,D,C,C,,,,,,8-0-2,,,JAX 26; JAX 36,,
2018090907,3392,,,,4.27,D,R,R,,,,,,8-0-2,,,NYG 24; NYG 36,,
2018090907,3497,OK,0.88,2.28,4.16,N,C,C,C,C,,,JAX 17,,JAX 17; JAX 41,NYG 72,NYG 23; NYG 31,NYG 30; NYG 24,CC
2018090907,3618,OK,0.94,2.43,4.14,N,C,C,C,C,,,NYG 72,,NYG 81; NYG 30,JAX 50; JAX 90; JAX 91; JAX 93; JAX 99,JAX 25; JAX 36,JAX 20; JAX 21,CC
2018090907,3801,OK,0.84,2.09,4.84,N,R,R,L,L,JAX 41,,JAX 81,,JAX 17; JAX 41,NYG 72,NYG 31,NYG 30; NYG 24,CC
2018090907,4113,OK,0.87,2.07,3.87,N,C,C,,,,,,,JAX 17; JAX 41,NYG 31; NYG 36; NYG 57; NYG 59; NYG 72; NYG 81; NYG 93,NYG 23,NYG 30; NYG 24,MBDR
2018090909,36,,,,3.96,D,C,C,C,C,,,ARI 23,8-0-1,,,ARI 28; ARI 36,,
2018090909,309,OK,0.68,1.94,4.41,A,C,C,,,,,,,WAS 41; WAS 30,ARI 16; ARI 30; ARI 33; ARI 47; ARI 51; ARI 92; ARI 96,,ARI 26; ARI 23,CC
